CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember, EstimatedSalary ,Exited
15684171,Bianchi,660,Spain,Female,61,5," $155,931.11 ",1,1,1," $158,338.39 ",0
15754849,Tyler,776,Germany,Female,32,4," $109,421.13 ",2,1,1," $126,517.46 ",0
15602280,Martin,829,Germany,Female,27,9," $112,045.67 ",1,1,1," $119,708.21 ",1
15771573,Okagbue,637,Germany,Female,39,9," $137,843.80 ",1,1,1," $117,622.80 ",1
15766205,Yin,550,Germany,Male,38,2," $103,391.38 ",1,0,1," $90,878.13 ",0
15771873,Buccho,776,Germany,Female,37,2," $103,769.22 ",2,1,0," $194,099.12 ",0
15616550,Chidiebele,698,Germany,Male,44,10," $116,363.37 ",2,1,0," $198,059.16 ",0
15768193,Trevisani,585,Germany,Male,36,5," $146,050.97 ",2,0,0," $86,424.57 ",0
15683553,O'Brien,788,France,Female,33,5, $-   ,2,0,0," $116,978.19 ",0
15702298,Parkhill,655,Germany,Male,41,8," $125,561.97 ",1,0,0," $164,040.94 ",1
15569590,Yoo,601,Germany,Male,42,1," $98,495.72 ",1,1,0," $40,014.76 ",1
15760861,Phillipps,619,France,Male,43,1," $125,211.92 ",1,1,1," $113,410.49 ",0
15630053,Tsao,656,France,Male,45,5," $127,864.40 ",1,1,0," $87,107.57 ",0
15647091,Endrizzi,725,Germany,Male,19,0," $75,888.20 ",1,0,0," $45,613.75 ",0
15623944,T'ien,511,Spain,Female,66,4, $-   ,1,1,0," $1,643.11 ",1
15804771,Velazquez,614,France,Male,51,4," $40,685.92 ",1,1,1," $46,775.28 ",0
15651280,Hunter,742,Germany,Male,35,5," $136,857.00 ",1,0,0," $84,509.57 ",0
15773469,Clark,687,Germany,Female,27,9," $152,328.88 ",2,0,0," $126,494.82 ",0
15702014,Jeffrey,555,Spain,Male,33,1," $56,084.69 ",2,0,0," $178,798.13 ",0
15751208,Pirozzi,684,Spain,Male,56,8," $78,707.16 ",1,1,1," $99,398.36 ",0
15592461,Jackson,603,Germany,Male,26,4," $109,166.37 ",1,1,1," $92,840.67 ",0
15789484,Hammond,751,Germany,Female,36,6," $169,831.46 ",2,1,1," $27,758.36 ",0
15696061,Brownless,581,Germany,Female,34,1," $101,633.04 ",1,1,0," $110,431.51 ",0
15641582,Chibugo,735,Germany,Male,43,10," $123,180.01 ",2,1,1," $196,673.28 ",0
15638424,Glauert,661,Germany,Female,35,5," $150,725.53 ",2,0,1," $113,656.85 ",0
15755648,Pisano,675,France,Female,21,8," $98,373.26 ",1,1,0," $18,203.00 ",0
15703793,Konovalova,738,Germany,Male,58,2," $133,745.44 ",4,1,0," $28,373.86 ",1
15620344,McKee,813,France,Male,29,6, $-   ,1,1,0," $33,953.87 ",0
15812518,Palermo,657,Spain,Female,37,0," $163,607.18 ",1,0,1," $44,203.55 ",0
15779052,Ballard,604,Germany,Female,25,5," $157,780.84 ",2,1,1," $58,426.81 ",0
15770811,Wallace,519,France,Male,36,9, $-   ,2,0,1," $145,562.40 ",0
15780961,Cavenagh,735,France,Female,21,1," $178,718.19 ",2,1,0," $22,388.00 ",0
15614049,Hu,664,France,Male,55,8, $-   ,2,1,1," $139,161.64 ",0
15662085,Read,678,France,Female,32,9, $-   ,1,1,1," $148,210.64 ",0
15575185,Bushell,757,Spain,Male,33,5," $77,253.22 ",1,0,1," $194,239.63 ",0
15803136,Postle,416,Germany,Female,41,10," $122,189.66 ",2,1,0," $98,301.61 ",0
15706021,Buley,665,France,Female,34,1," $96,645.54 ",2,0,0," $171,413.66 ",0
15663706,Leonard,777,France,Female,32,2, $-   ,1,1,0," $136,458.19 ",1
15641732,Mills,543,France,Female,36,3, $-   ,2,0,0," $26,019.59 ",0
15701164,Onyeorulu,506,France,Female,34,4," $90,307.62 ",1,1,1," $159,235.29 ",0
15738751,Beit,493,France,Female,46,4, $-   ,2,1,0," $1,907.66 ",0
15805254,Ndukaku,652,Spain,Female,75,10, $-   ,2,1,1," $114,675.75 ",0
15762418,Gant,750,Spain,Male,22,3," $121,681.82 ",1,1,0," $128,643.35 ",1
15625759,Rowley,729,France,Male,30,9, $-   ,2,1,0," $151,869.35 ",0
15622897,Sharpe,646,France,Female,46,4, $-   ,3,1,0," $93,251.42 ",1
15767954,Osborne,635,Germany,Female,28,3," $81,623.67 ",2,1,1," $156,791.36 ",0
15757535,Heap,647,Spain,Female,44,5, $-   ,3,1,1," $174,205.22 ",1
15731511,Ritchie,808,France,Male,45,7," $118,626.55 ",2,1,0," $147,132.46 ",0
15809248,Cole,524,France,Female,36,10, $-   ,2,1,0," $109,614.57 ",0
15640635,Capon,769,France,Male,29,8, $-   ,2,1,1," $172,290.61 ",0
15676966,Capon,730,Spain,Male,42,4, $-   ,2,0,1," $85,982.47 ",0
15699461,Fiorentini,515,Spain,Male,35,10," $176,273.95 ",1,0,1," $121,277.78 ",0
15738721,Graham,773,Spain,Male,41,9," $102,827.44 ",1,0,1," $64,595.25 ",0
15693683,Yuille,814,Germany,Male,29,8," $97,086.40 ",2,1,1," $197,276.13 ",0
15604348,Allard,710,Spain,Male,22,8, $-   ,2,0,0," $99,645.04 ",0
15633059,Fanucci,413,France,Male,34,9, $-   ,2,0,0," $6,534.18 ",0
15808582,Fu,665,France,Female,40,6, $-   ,1,1,1," $161,848.03 ",0
15743192,Hung,623,France,Female,44,6, $-   ,2,0,0," $167,162.43 ",0
15580146,Hung,738,France,Male,31,9," $82,674.15 ",1,1,0," $41,970.72 ",0
15776605,Bradley,528,Spain,Male,36,7, $-   ,2,1,0," $60,536.56 ",0
15804919,Dunbabin,670,Spain,Female,65,1, $-   ,1,1,1," $177,655.68 ",1
15613854,Mauldon,622,Spain,Female,46,4," $107,073.27 ",2,1,1," $30,984.59 ",1
15599195,Stiger,582,Germany,Male,32,1," $88,938.62 ",1,1,1," $10,054.53 ",0
15812878,Parsons,785,Germany,Female,36,2," $99,806.85 ",1,0,1," $36,976.52 ",0
15602312,Walkom,605,Spain,Male,33,5," $150,092.80 ",1,0,0," $71,862.79 ",0
15744689,T'ang,479,Germany,Male,35,9," $92,833.89 ",1,1,0," $99,449.86 ",1
15803526,Eremenko,685,Germany,Male,30,3," $90,536.81 ",1,0,1," $63,082.88 ",0
15665790,Rowntree,538,Germany,Male,39,7," $108,055.10 ",2,1,0," $27,231.26 ",0
15715951,Thorpe,562,France,Male,42,2," $100,238.35 ",1,0,0," $86,797.41 ",0
15591100,Chiemela,675,Spain,Male,36,9," $106,190.55 ",1,0,1," $22,994.32 ",0
15609618,Fanucci,721,Germany,Male,28,9," $154,475.54 ",2,0,1," $101,300.94 ",1
15675522,Ko,628,Germany,Female,30,9," $132,351.29 ",2,1,1," $74,169.13 ",0
15705512,Welch,668,Germany,Female,37,6," $167,864.40 ",1,1,0," $115,638.29 ",0
15698028,Duncan,506,France,Female,41,1, $-   ,2,1,0," $31,766.30 ",0
15661670,Chidozie,524,Germany,Female,31,8," $107,818.63 ",1,1,0," $199,725.39 ",1
15600781,Wu,699,Germany,Male,34,4," $185,173.81 ",2,1,0," $120,834.48 ",0
15682472,Culbreth,828,France,Male,34,8," $129,433.34 ",2,0,0," $38,131.77 ",0
15580203,Kennedy,674,Spain,Male,39,6," $120,193.42 ",1,0,0," $100,130.95 ",0
15690673,Cameron,656,France,Female,39,6, $-   ,2,1,0," $141,069.88 ",0
15760085,Calabresi,684,Germany,Female,48,10," $126,384.42 ",1,1,1," $198,129.36 ",0
15779659,Zetticci,625,France,Female,28,3, $-   ,1,0,0," $183,646.41 ",0
15627360,Fuller,432,France,Male,42,9," $152,603.45 ",1,1,0," $110,265.24 ",1
15671137,MacDonald,549,France,Female,52,1, $-   ,1,0,1," $8,636.05 ",1
15782688,Piccio,625,Germany,Male,56,0," $148,507.24 ",1,1,0," $46,824.08 ",1
15575492,Kennedy,828,France,Female,41,7, $-   ,2,1,0," $171,378.77 ",0
15591607,Fernie,770,France,Male,24,9," $101,827.07 ",1,1,0," $167,256.35 ",0
15740404,He,758,France,Female,34,3, $-   ,2,1,1," $124,226.16 ",0
15718369,Kaodilinakachukwu,795,Germany,Female,33,9," $130,862.43 ",1,1,1," $114,935.21 ",0
15677871,Cocci,687,France,Male,38,9," $122,570.87 ",1,1,1," $35,608.88 ",0
15642004,Alekseeva,686,France,Male,25,1, $-   ,2,0,1," $16,459.37 ",0
15712543,Chinweike,789,Germany,Male,39,7," $124,828.46 ",2,1,1," $124,411.08 ",0
15584518,Arthur,589,Germany,Female,50,5," $144,895.05 ",2,1,1," $34,941.23 ",0
15802381,Li,461,Germany,Female,34,5," $63,663.93 ",1,0,1," $167,784.28 ",0
15610156,Ma,637,France,Male,40,2," $133,463.10 ",1,0,1," $93,165.34 ",0
15594408,Chia,584,Spain,Female,48,2," $213,146.20 ",1,1,0," $75,161.25 ",1
15640905,Vasin,579,Spain,Female,35,1," $129,490.36 ",2,0,1," $8,590.83 ",1
15698932,Groves,756,Germany,Male,44,10," $137,452.09 ",1,1,0," $189,543.90 ",0
15724944,Tien,663,France,Male,34,7, $-   ,2,1,1," $180,427.24 ",0
15628145,Forwood,682,France,Female,43,5," $125,851.93 ",1,1,1," $193,318.33 ",0
15713483,Greeves,793,Spain,Male,52,2, $-   ,1,1,0," $159,123.82 ",1
15612350,Taylor,691,France,Female,31,5," $40,915.55 ",1,1,0," $126,213.84 ",1
15800703,Madukwe,485,Spain,Female,21,5," $113,157.22 ",1,1,1," $54,141.50 ",0
15705707,Bennelong,635,Spain,Female,29,8," $138,296.94 ",2,1,0," $141,075.51 ",0
15754105,Olisanugo,650,France,Male,37,5," $106,967.18 ",1,0,0," $24,495.03 ",0
15703264,Chukwufumnanya,735,France,Male,44,9," $120,681.63 ",1,1,0," $74,836.34 ",0
15794413,Harris,416,France,Male,32,0, $-   ,2,0,1, $878.87 ,0
15650237,Morgan,754,Spain,Female,32,7, $-   ,2,1,0," $89,520.75 ",0
15759618,Alexeeva,535,France,Female,48,9, $-   ,1,1,0," $149,892.79 ",1
15811589,Metcalfe,716,Spain,Male,42,8, $-   ,2,1,0," $180,800.42 ",0
15689044,Humphries,539,France,Male,37,2," $127,609.59 ",1,1,0," $98,646.22 ",0
15709368,Milne,614,France,Female,43,6, $-   ,2,1,1," $109,041.53 ",0
15679145,Chou,706,Spain,Male,57,7, $-   ,1,1,0," $17,941.16 ",1
15655007,Li,758,France,Female,33,7, $-   ,2,0,0," $82,996.47 ",0
15623595,Clayton,586,Spain,Female,28,2, $-   ,2,1,1," $92,067.35 ",0
15589975,Maclean,646,France,Female,73,6," $97,259.25 ",1,0,1," $104,719.66 ",0
15804017,Chigolum,631,Germany,Female,33,4," $123,246.70 ",1,0,0," $112,687.57 ",0
15692132,Wilkinson,717,Spain,Female,22,6," $101,060.25 ",1,0,1," $84,699.56 ",0
15641122,Wei,684,France,Male,30,2, $-   ,2,1,0," $83,473.82 ",0
15630910,Treacy,800,France,Female,49,7," $108,007.36 ",1,0,0," $47,125.11 ",0
15680772,Hu,721,Spain,Female,36,2, $-   ,2,1,1," $106,977.80 ",0
15658929,Taverner,683,Spain,Male,29,0," $133,702.89 ",1,1,0," $55,582.54 ",1
15585388,Sherman,660,Germany,Male,31,9," $125,189.75 ",2,1,1," $139,874.43 ",0
15724623,Taubman,704,Germany,Female,24,7," $113,034.22 ",1,1,0," $162,503.48 ",1
15588537,Robinson,615,Spain,Female,41,9," $109,013.23 ",1,1,0," $196,499.96 ",0
15574692,Pinto,667,Spain,Female,39,2, $-   ,2,1,0," $40,721.24 ",1
15611325,Wood,682,Germany,Male,24,9," $57,929.81 ",2,0,0," $53,134.30 ",0
15587562,Hawkins,484,France,Female,29,4," $130,114.39 ",1,1,0," $164,017.89 ",0
15613172,Sun,628,Germany,Male,27,5," $95,826.49 ",2,1,0," $155,996.96 ",0
15651022,Yost,480,Germany,Male,44,10," $129,608.57 ",1,1,0," $5,472.70 ",1
15586310,Ting,578,France,Male,30,4," $169,462.09 ",1,1,0," $112,187.11 ",0
15625524,Rowe,512,France,Male,40,5, $-   ,2,1,1," $146,457.83 ",0
15755209,Fu,484,Spain,Female,35,7," $133,868.21 ",1,1,1," $27,286.10 ",0
15645248,Ho,510,France,Female,30,0, $-   ,2,1,1," $130,553.47 ",0
15790355,Okechukwu,606,Germany,Male,36,5," $190,479.48 ",2,0,0," $179,351.89 ",0
15762615,Campbell,597,Spain,Female,40,8," $101,993.12 ",1,0,1," $94,774.12 ",0
15625426,Ashbolt,754,Germany,Female,55,3," $161,608.81 ",1,1,0," $8,080.85 ",1
15716334,Rozier,850,Spain,Female,45,2," $122,311.21 ",1,1,1," $19,482.50 ",0
15789669,Hsia,510,France,Male,65,2, $-   ,2,1,1," $48,071.61 ",0
15621075,Ogbonnaya,778,Germany,Female,45,1," $162,150.42 ",2,1,0," $174,531.27 ",0
15810845,T'ang,636,France,Male,42,2, $-   ,2,1,1," $55,470.78 ",0
15719377,Cocci,804,France,Female,50,4, $-   ,1,1,1," $8,546.87 ",1
15654506,Chang,514,France,Male,32,8, $-   ,2,1,0," $95,857.18 ",0
15771977,T'ao,730,France,Female,39,1," $99,010.67 ",1,1,0," $194,945.80 ",0
15708710,Ford,525,Spain,Female,37,0, $-   ,1,0,1," $131,521.72 ",0
15726676,Marshall,616,Spain,Male,30,5, $-   ,2,0,1," $196,108.51 ",0
15587421,Tsai,687,Germany,Female,34,7," $111,388.18 ",2,1,0," $148,564.76 ",0
15726931,Onwumelu,715,France,Female,41,8," $56,214.85 ",2,0,0," $92,982.61 ",1
15771086,Graham,512,France,Female,36,3," $84,327.77 ",2,1,0," $17,675.36 ",0
15756850,Golovanov,479,France,Male,40,1, $-   ,2,0,0," $114,996.43 ",0
15702741,Potts,601,France,Male,32,8," $93,012.89 ",1,1,0," $86,957.42 ",0
15679200,Crawford,580,Spain,Male,29,9," $61,710.44 ",2,1,0," $128,077.80 ",0
15594815,Aleshire,807,France,Male,35,3," $174,790.15 ",1,1,1, $600.36 ,0
15635905,Moran,616,Spain,Female,32,6, $-   ,2,1,1," $43,001.46 ",0
15777892,Samsonova,721,Germany,Male,37,3," $107,720.64 ",1,1,1," $158,591.12 ",0
15656176,Jenkins,501,France,Male,57,10, $-   ,2,1,1," $47,847.19 ",0
15811127,Volkov,521,France,Male,35,6," $96,423.84 ",1,1,0," $10,488.44 ",0
15604482,Chiemezie,850,Spain,Male,30,2," $141,040.01 ",1,1,1," $5,978.20 ",0
15622911,Jude,759,France,Male,42,4," $105,420.18 ",1,0,1," $121,409.06 ",0
15600974,He,516,Spain,Male,50,5, $-   ,1,0,1," $146,145.93 ",1
15727868,Onuora,711,France,Female,38,2," $129,022.06 ",2,1,1," $14,374.86 ",1
15627801,Ginikanwa,512,Spain,Male,33,3," $176,666.62 ",1,1,0," $94,670.77 ",0
15773039,Ku,550,France,Male,37,3, $-   ,1,1,1," $179,670.31 ",0
15755262,McDonald,608,Spain,Female,41,3," $89,763.84 ",1,0,0," $199,304.74 ",1
15679531,Collins,618,France,Male,34,5," $134,954.53 ",1,1,1," $151,954.39 ",0
15684181,Hackett,643,France,Male,45,5, $-   ,1,1,0," $142,513.50 ",1
15612087,Dike,671,France,Male,45,2," $106,376.85 ",1,0,1," $158,264.62 ",0
15752047,Trevisano,689,Germany,Male,33,2," $161,814.64 ",2,1,0," $169,381.90 ",0
15624592,Tan,603,France,Male,31,8, $-   ,2,1,1," $169,915.02 ",0
15573152,Glassman,620,France,Female,41,9, $-   ,2,0,0," $88,852.47 ",0
15594917,Miller,676,France,Female,34,1," $63,095.01 ",1,1,1," $40,645.81 ",0
15785542,Kornilova,572,Germany,Male,26,4," $118,287.01 ",2,0,0," $60,427.30 ",0
15723488,Watson,668,Germany,Male,47,7," $106,854.21 ",1,0,1," $157,959.02 ",1
15680920,Marchesi,695,France,Male,46,7," $49,512.55 ",1,1,0," $133,007.34 ",0
15786308,Millar,730,Spain,Female,33,9, $-   ,2,0,0," $176,576.62 ",0
15659366,Shih,807,France,Male,43,1," $105,799.32 ",2,1,0," $34,888.04 ",1
15774854,Fuller,592,France,Male,54,8, $-   ,1,1,1," $28,737.71 ",1
15725311,Hay,726,France,Female,31,9," $114,722.05 ",2,1,1," $98,178.57 ",0
15787155,Yang,514,Spain,Male,30,7, $-   ,1,0,1," $125,010.24 ",0
15727829,McIntyre,567,France,Male,42,2, $-   ,2,1,1," $167,984.61 ",0
15733247,Stevenson,850,France,Male,33,10, $-   ,1,1,0," $4,861.72 ",1
15568748,Poole,671,Germany,Male,45,6," $99,564.22 ",1,1,1," $108,872.45 ",1
15699029,Bagley,670,France,Male,37,4," $170,557.91 ",2,1,0," $198,252.88 ",0
15774393,Ch'ien,694,France,Female,30,9, $-   ,2,1,1," $26,960.31 ",0
15676895,Cattaneo,547,Germany,Female,39,6," $74,596.15 ",3,1,1," $85,746.52 ",1
15637753,O'Sullivan,751,Germany,Male,50,2," $96,888.39 ",1,1,0," $77,206.25 ",1
15605461,Lucas,594,Germany,Female,29,3," $130,830.22 ",1,1,0," $61,048.53 ",0
15808473,Ringrose,673,France,Male,72,1, $-   ,2,0,1," $111,981.19 ",0
15627000,Freeman,610,France,Male,40,0, $-   ,2,1,0," $62,232.60 ",0
15787174,Sergeyev,512,France,Female,37,1, $-   ,2,0,1," $156,105.03 ",0
15723886,Fiore,767,Germany,Male,20,3," $119,714.25 ",2,0,1," $150,135.38 ",0
15704769,Smith,585,France,Female,67,5," $113,978.97 ",2,0,1," $93,146.11 ",0
15772896,Dumetochukwu,763,Germany,Male,42,6," $100,160.75 ",1,1,0," $33,462.94 ",1
15711540,Pacheco,712,France,Female,29,2, $-   ,1,1,1," $144,375.00 ",0
15764866,Synnot,539,Germany,Female,43,3," $116,220.50 ",3,1,0," $55,803.96 ",1
15794056,Johnston,668,France,Female,46,2, $-   ,3,1,0," $89,048.46 ",1
15795149,Stevens,703,France,Male,28,2," $81,173.83 ",2,0,1," $162,812.16 ",0
15812009,Grant,662,Spain,Male,38,4, $-   ,2,1,0," $136,259.65 ",0
15651001,Tsao,725,Germany,Female,39,5," $116,803.80 ",1,1,0," $124,052.97 ",0
15813844,Barnes,703,France,Male,37,8," $105,961.68 ",2,0,1," $74,158.80 ",0
15596175,McIntosh,659,Germany,Male,67,6," $117,411.60 ",1,1,1," $45,071.09 ",1
15576269,Madison,523,Spain,Male,34,7, $-   ,2,1,0," $62,030.06 ",0
15797219,Ifesinachi,635,France,Female,40,10," $123,497.58 ",1,1,0," $131,953.23 ",1
15685500,Glazkov,772,Germany,Male,26,7," $152,400.51 ",2,1,0," $79,414.00 ",0
15599792,Dimauro,545,France,Female,26,1, $-   ,2,1,1," $199,638.56 ",0
15657566,Wieck,634,Germany,Male,24,8," $103,097.85 ",1,1,1," $157,577.29 ",0
15772423,Liao,739,Germany,Male,54,8," $126,418.14 ",1,1,0," $134,420.75 ",1
15628112,Hughes,771,Germany,Female,36,5," $77,846.90 ",1,0,0," $99,805.99 ",0
15753754,Morrison,587,Spain,Female,34,1, $-   ,2,1,1," $97,932.68 ",0
15793726,Matveyeva,681,France,Female,79,0, $-   ,2,0,1," $170,968.99 ",0
15694717,Ku,544,Germany,Male,37,2," $79,731.91 ",1,1,1," $57,558.95 ",0
15665834,Cheatham,696,Spain,Male,28,8, $-   ,1,0,0," $176,713.47 ",0
15765297,Yao,766,Spain,Male,41,0, $-   ,2,0,1," $34,283.23 ",0
15636684,Kirkland,727,France,Male,34,10, $-   ,2,1,1," $198,637.34 ",0
15592979,Rose,671,Germany,Female,34,6," $37,266.67 ",2,0,0," $156,917.12 ",0
15750803,Jess,693,France,Female,30,6," $127,992.25 ",1,1,1," $50,457.20 ",0
15607178,Welch,850,Germany,Male,38,3," $54,901.01 ",1,1,1," $140,075.55 ",0
15713853,Ifeajuna,732,Germany,Male,42,9," $108,748.08 ",2,1,1," $65,323.11 ",0
15673481,Morton,726,Spain,Female,48,6," $99,906.19 ",1,1,0," $64,323.24 ",0
15686776,Rossi,557,France,Female,32,6," $184,686.41 ",2,1,0," $14,956.44 ",0
15673693,Reppert,682,France,Female,26,0," $110,654.02 ",1,0,1," $111,879.21 ",0
15700696,Kang,738,Spain,Male,31,9," $79,019.80 ",1,1,1," $18,606.23 ",0
15813163,Ch'iu,531,Spain,Female,36,9," $99,240.51 ",1,1,0," $123,137.01 ",0
15653857,Wallis,498,France,Male,34,2, $-   ,2,1,1," $148,528.24 ",0
15777076,Clark,651,France,Male,36,7, $-   ,2,1,0," $13,898.31 ",0
15717398,Fielding,549,Spain,Female,39,7, $-   ,1,0,0," $81,259.25 ",1
15799217,Zetticci,791,Germany,Female,35,7," $52,436.20 ",1,1,0," $161,051.75 ",0
15787071,Dulhunty,650,Spain,Male,41,9, $-   ,2,0,1," $191,599.67 ",0
15619955,Bevington,733,Germany,Male,34,3," $100,337.96 ",3,1,0," $48,559.19 ",1
15796505,Boyle,811,Germany,Female,34,1," $149,297.19 ",2,1,1," $186,339.74 ",0
15725166,Newton,707,France,Male,30,8, $-   ,2,1,0," $33,159.37 ",0
15800116,Bowman,712,Germany,Male,28,4," $145,605.44 ",1,0,1," $93,883.53 ",0
15758685,Dubinina,706,Spain,Female,37,7, $-   ,2,1,1," $110,899.30 ",0
15694456,Toscani,756,France,Male,62,3, $-   ,1,1,1," $11,199.04 ",1
15767339,Chiazagomekpere,777,France,Female,53,10, $-   ,2,1,0," $189,992.97 ",0
15683562,Allen,646,France,Male,35,6," $84,026.86 ",1,0,1," $164,255.69 ",0
15782210,K'ung,714,France,Male,46,1, $-   ,1,1,0," $152,167.79 ",1
15668893,Wilsmore,782,France,Male,39,8, $-   ,2,1,1," $33,949.67 ",0
15669169,Hargreaves,775,Spain,Male,29,10, $-   ,2,1,1," $68,143.93 ",0
15643024,Huang,479,Germany,Male,35,4," $138,718.92 ",1,1,1," $47,251.79 ",1
15699389,Ch'ien,807,France,Male,42,7," $118,274.71 ",1,1,1," $25,885.72 ",0
15708608,Wallwork,799,France,Female,22,8," $174,185.98 ",2,0,1," $192,633.85 ",0
15626144,Chu,675,France,Male,40,7," $113,208.86 ",2,1,0," $34,577.36 ",0
15573112,Kang,602,Spain,Male,29,5," $103,907.28 ",1,1,0," $161,229.84 ",0
15790678,Davidson,475,France,Female,32,8," $119,023.28 ",1,1,0," $100,816.29 ",0
15727556,O'Donnell,744,Spain,Female,26,5," $166,297.89 ",1,1,1," $181,694.44 ",0
15697307,Nnachetam,588,Spain,Male,34,10, $-   ,2,1,0," $79,078.91 ",0
15652266,Chidiebele,703,Germany,Male,42,9," $63,227.00 ",1,0,1," $137,316.32 ",0
15607098,Ahmed,747,Spain,Female,41,5," $94,521.17 ",2,1,0," $194,926.86 ",0
15655774,Booth,583,France,Male,27,7, $-   ,2,1,0," $51,285.49 ",0
15590241,Chuang,750,Spain,Female,34,9," $112,822.26 ",1,0,0," $150,401.53 ",1
15785819,Shao,681,France,Male,38,3, $-   ,2,1,1," $112,491.96 ",0
15723654,Tsao,773,France,Male,25,2," $135,903.33 ",1,1,0," $73,656.38 ",0
15774510,Tien,714,France,Female,31,4," $125,169.26 ",1,1,1," $106,636.89 ",0
15684173,Chang,687,Spain,Female,44,7, $-   ,3,1,0," $155,853.52 ",1
15650068,Johnson,511,France,Male,58,0," $149,117.31 ",1,1,1," $162,599.51 ",0
15811490,French,627,France,Male,33,5, $-   ,2,1,1," $103,737.82 ",0
15803976,Efremov,694,France,Female,31,10, $-   ,2,1,0," $160,990.27 ",0
15682541,Hartley,616,Spain,Female,36,6," $132,311.71 ",1,0,0," $15,462.84 ",0
